Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
2642-DTVCO,Male,68,No,0,Chualar,93925,36.596271,-121.442274,0,9,Offer E,Yes,12.18,Yes,Yes,Fiber Optic,6.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0.0,30,109.62,886.12,Churned,Attitude,Attitude of service provider
2645-QTLMB,Male,22,No,0,Bloomington,92316,34.059722,-117.39104,0,7,Offer E,Yes,12.05,No,Yes,Fiber Optic,69.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,669.0,0.0,0,84.35,753.35,Churned,Dissatisfaction,Network reliability
2656-FMOKZ,Female,70,No,2,Pasadena,91106,34.139402,-118.128658,0,15,Offer D,Yes,44.07,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.45,1145.7,0.0,0,661.05,1806.75,Churned,Dissatisfaction,Limited range of services
2657-ALMWY,Female,65,Yes,0,Simi Valley,93065,34.269449,-118.768471,1,26,Offer C,Yes,18.26,No,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,0.0,0,474.76,2644.51,Churned,Price,Price too high
2659-VXMWZ,Male,58,Yes,0,Newport Coast,92657,33.603282,-117.821841,0,67,Offer A,Yes,29.24,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,7482.1,0.0,0,1959.08,9441.18,Churned,Attitude,Attitude of support person
2660-EMUBI,Male,71,No,0,Escondido,92027,33.141265,-116.967221,0,10,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,Churned,Competitor,Competitor made better offer
2691-NZETQ,Male,28,No,0,San Jose,95130,37.277592,-121.986477,0,9,Offer E,Yes,49.14,Yes,Yes,Fiber Optic,58.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,758.6,0.0,0,442.26,1200.86,Churned,Competitor,Competitor offered higher download speeds
2718-GAXQD,Female,68,Yes,3,Fallbrook,92028,33.362575,-117.299644,1,4,Offer E,Yes,42.13,No,Yes,Cable,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,Churned,Competitor,Competitor made better offer
2720-WGKHP,Male,65,No,0,Sloughhouse,95683,38.470423,-121.114897,0,2,Offer E,Yes,20.99,Yes,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,181.7,0.0,0,41.98,223.68,Churned,Other,Don't know
2722-JMONI,Female,73,Yes,0,Escondido,92029,33.079834,-117.134275,1,1,Offer E,Yes,24.24,No,Yes,Cable,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.79,Churned,Dissatisfaction,Limited range of services
2725-KXXWT,Male,26,Yes,0,Vallejo,94589,38.161321,-122.271588,0,1,Offer E,Yes,23.06,No,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0.0,0,23.06,113.81,Churned,Attitude,Attitude of support person
2737-YNGYW,Female,29,No,0,Hemet,92543,33.739415,-116.968339,0,2,Offer E,Yes,33.89,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88,Churned,Attitude,Attitude of support person
2748-MYRVK,Female,22,No,0,Fresno,93702,36.739385,-119.753649,0,63,Offer B,Yes,8.38,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,0.0,0,527.94,6664.94,Churned,Price,Long distance charges
2754-VDLTR,Male,54,No,0,Greenview,96037,41.528541,-122.955018,0,10,Offer D,Yes,35.63,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,0.0,0,356.3,1286.7,Churned,Competitor,Competitor offered more data
2834-JRTUA,Male,30,No,0,Martinez,94553,38.014457,-122.115432,0,71,Offer A,Yes,49.42,Yes,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,Churned,Competitor,Competitor had better devices
2840-XANRC,Male,77,Yes,0,San Diego,92122,32.85723,-117.209774,1,24,Offer C,Yes,16.1,No,Yes,Cable,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,0.0,0,386.4,2617.45,Churned,Competitor,Competitor made better offer
2842-JTCCU,Male,27,No,0,Hopland,95449,38.93706,-123.118111,0,2,Offer E,Yes,29.69,No,Yes,Cable,52.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10,59.38,149.73,Churned,Attitude,Attitude of service provider
2856-HYAPG,Female,62,No,0,Platina,96076,40.367964,-122.937379,0,1,Offer E,Yes,12.4,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05,Churned,Price,Price too high
2860-RANUS,Female,67,No,0,Mc Kittrick,93251,35.38381,-119.730885,0,20,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,Churned,Price,Price too high
2868-MZAGQ,Male,49,No,0,Modesto,95354,37.639029,-120.964772,0,1,Offer E,Yes,19.98,No,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,Churned,Dissatisfaction,Service dissatisfaction
2869-ADAWR,Female,41,No,0,Sutter Creek,95685,38.432145,-120.77069,0,45,Offer B,Yes,14.12,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.3,4016.85,44.63,0,635.4,4607.62,Churned,Dissatisfaction,Poor expertise of online support
2873-ZLIWT,Female,64,Yes,0,Temecula,92592,33.507255,-117.029473,1,40,Offer B,Yes,2.03,Yes,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3303.05,0.0,0,81.2,3384.25,Churned,Competitor,Competitor made better offer
2884-GBPFB,Female,61,Yes,0,Morro Bay,93442,35.369553,-120.763864,4,35,Offer C,Yes,10.43,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,0.0,80,365.05,2861.6,Churned,Other,Moved
2929-ERCFZ,Female,22,Yes,0,Independence,93526,36.869584,-118.189241,1,8,Offer E,Yes,38.83,No,Yes,Fiber Optic,76.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,777.3,0.0,0,310.64,1087.94,Churned,Competitor,Competitor had better devices
2930-UOTMB,Female,29,No,0,Riverside,92506,33.930931,-117.361788,0,31,Offer C,Yes,31.14,Yes,Yes,Cable,52.0,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0.0,120,965.34,3079.64,Churned,Competitor,Competitor offered higher download speeds
2962-XPMCQ,Male,56,No,0,Sacramento,95828,38.486938,-121.395805,0,2,Offer E,Yes,6.47,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds
2979-SXESE,Female,57,Yes,0,Berkeley,94703,37.863843,-122.275684,1,17,Offer D,Yes,25.79,Yes,Yes,Cable,12.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0.0,0,438.43,2045.63,Churned,Other,Moved
2982-VPSGI,Female,64,Yes,0,South Pasadena,91030,34.110444,-118.156957,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer
2990-HWIML,Female,58,No,0,Ontario,91764,34.074087,-117.605618,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.82,Churned,Competitor,Competitor had better devices
3001-CBHLQ,Male,76,Yes,0,Angels Camp,95222,38.071327,-120.632221,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,Churned,Attitude,Attitude of support person
3005-NFMTA,Male,73,No,0,Valencia,91354,34.457005,-118.573726,0,55,Offer B,Yes,8.93,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.8,5617.75,0.0,0,491.15,6108.9,Churned,Price,Price too high
3009-JWMPU,Male,58,No,0,Five Points,93624,36.397745,-120.119911,0,62,Offer B,Yes,22.64,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4,0.0,0,1403.68,7529.08,Churned,Attitude,Attitude of service provider
3018-TFTSU,Male,44,No,0,Hathaway Pines,95233,38.184914,-120.364085,0,12,Offer D,Yes,18.38,No,Yes,Fiber Optic,3.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.7,858.6,0.0,0,220.56,1079.16,Churned,Dissatisfaction,Poor expertise of phone support
3027-ZTDHO,Male,21,No,0,Fresno,93721,36.732694,-119.783786,0,1,Offer E,Yes,32.85,No,Yes,Fiber Optic,53.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,Churned,Other,Don't know
3030-YZADT,Male,57,No,0,Grass Valley,95949,39.099204,-121.137962,0,9,Offer E,Yes,2.88,No,Yes,DSL,26.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.92,466.92,Churned,Competitor,Competitor had better devices
3049-NDXFL,Female,30,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,34.47,Yes,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0.0,0,34.47,120.27,Churned,Competitor,Competitor made better offer
3058-HJCUY,Male,36,Yes,0,Rancho Cordova,95742,38.591134,-121.161585,1,41,Offer B,Yes,45.03,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,4213.35,2.93,0,1846.23,6056.65,Churned,Competitor,Competitor had better devices
3063-QFSZL,Female,37,No,0,San Jose,95135,37.28682,-121.723877,0,1,Offer E,Yes,13.01,No,Yes,Cable,4.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41,Churned,Competitor,Competitor had better devices
3066-RRJIO,Female,29,No,0,San Francisco,94132,37.722302,-122.491129,0,1,Offer E,Yes,13.04,No,Yes,Fiber Optic,46.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,13.04,82.99,Churned,Competitor,Competitor made better offer
3085-QUOZK,Female,55,No,0,Alpine,91901,32.827184,-116.703729,0,1,Offer E,Yes,34.48,No,Yes,Cable,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43,Churned,Attitude,Attitude of service provider
3092-IGHWF,Male,34,Yes,0,San Diego,92130,32.957195,-117.202542,1,67,Offer A,Yes,28.4,Yes,Yes,Cable,10.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.4,5918.8,0.0,0,1902.8,7821.6,Churned,Competitor,Competitor made better offer
3096-IZETN,Female,32,No,0,Lomita,90717,33.794209,-118.317354,0,12,Offer D,Yes,42.55,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0.0,0,510.6,1457.9,Churned,Attitude,Attitude of support person
3096-JRDSO,Female,73,Yes,0,Fallbrook,92028,33.362575,-117.299644,5,27,Offer C,Yes,10.19,Yes,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,2867.75,0.0,0,275.13,3142.88,Churned,Competitor,Competitor made better offer
3097-NNSPB,Female,42,No,0,Valley Ford,94972,38.339996,-122.935056,0,2,Offer E,Yes,14.7,No,Yes,DSL,13.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0.0,40,29.4,160.5,Churned,Competitor,Competitor had better devices
3104-OWCGK,Male,21,Yes,0,South Dos Palos,93665,36.959731,-120.653519,1,60,Offer B,Yes,33.25,No,Yes,Fiber Optic,52.0,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,90.95,5453.4,0.0,0,1995.0,7448.4,Churned,Other,Moved
3106-ULWFW,Female,32,Yes,0,Fontana,92337,34.049671,-117.468896,0,8,Offer E,Yes,26.41,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0.0,0,211.28,838.68,Churned,Competitor,Competitor had better devices
3144-AUDBS,Female,59,Yes,0,Calexico,92231,32.690654,-115.431225,1,6,Offer E,Yes,6.94,No,Yes,DSL,28.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44,Churned,Competitor,Competitor had better devices
3178-FESZO,Female,45,No,0,Clements,95227,38.227285,-121.02789,0,1,Offer E,Yes,20.23,Yes,Yes,Fiber Optic,17.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,100.25,0.0,0,20.23,120.48,Churned,Other,Don't know
3186-BAXNB,Female,20,No,0,Cottonwood,96022,40.336392,-122.448533,0,1,Offer E,Yes,17.23,No,Yes,Fiber Optic,52.0,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,91.7,0.0,0,17.23,108.93,Churned,Attitude,Attitude of service provider
3192-NQECA,Male,26,Yes,0,Santa Monica,90403,34.031529,-118.491156,4,68,Offer A,Yes,14.79,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.0,7611.85,0.0,0,1005.72,8617.57,Churned,Competitor,Competitor had better devices
3208-YPIOE,Male,64,No,0,La Mesa,91942,32.782501,-117.01611,0,39,Offer C,Yes,36.17,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,3017.65,0.0,0,1410.63,4428.28,Churned,Competitor,Competitor made better offer
3217-FZDMN,Female,66,No,0,Los Angeles,90001,33.973616,-118.24902,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0.0,0,41.68,784.63,Churned,Competitor,Competitor had better devices
3244-DCJWY,Female,27,No,0,Bakersfield,93312,35.392599,-119.245341,0,1,Offer E,Yes,23.0,No,Yes,Fiber Optic,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0.0,0,23.0,93.25,Churned,Competitor,Competitor had better devices
3247-ZVOUO,Male,77,Yes,0,Downey,90240,33.956228,-118.120993,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0.0,0,60.1,911.85,Churned,Attitude,Attitude of support person
3249-ZPQRG,Male,28,No,0,Diamond Springs,95619,38.683605,-120.811852,0,4,Offer E,Yes,42.06,Yes,Yes,Fiber Optic,58.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,0.0,0,168.24,498.29,Churned,Competitor,Competitor made better offer
3254-YRILK,Male,74,No,0,Dobbins,95935,39.381174,-121.21191,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,Churned,Competitor,Competitor had better devices
3259-FDWOY,Male,60,Yes,0,Elk Grove,95758,38.35363,-121.44195,3,71,Offer A,Yes,47.34,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.0,7723.7,0.0,0,3361.14,11084.84,Churned,Competitor,Competitor offered higher download speeds
3269-ATYWD,Male,79,No,0,San Francisco,94123,37.800254,-122.436975,0,39,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,Churned,Other,Don't know
3276-HDUEG,Female,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,Offer E,Yes,32.86,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05,75.05,0.0,0,32.86,107.91,Churned,Competitor,Competitor made better offer
3313-QKNKB,Male,24,Yes,0,Pebble Beach,93953,36.587497,-121.944815,0,59,Offer B,Yes,6.91,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65,0.0,0,407.69,5492.34,Churned,Competitor,Competitor offered more data
3315-TOTBP,Male,29,No,0,Mill Creek,96061,40.331975,-121.460674,0,15,Offer D,Yes,44.86,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,76.0,1130.85,0.0,0,672.9,1803.75,Churned,Dissatisfaction,Lack of self-service on Website
3318-OSATS,Male,70,No,0,Sierra City,96125,39.600599,-120.636358,0,35,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,Churned,Other,Don't know
3319-DWOEP,Male,69,Yes,0,San Diego,92121,32.898613,-117.202937,0,6,Offer E,Yes,47.9,No,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,573.75,0.0,0,287.4,861.15,Churned,Competitor,Competitor made better offer
3325-FUYCG,Male,58,Yes,0,Five Points,93624,36.397745,-120.119911,1,28,Offer C,Yes,9.62,Yes,Yes,Fiber Optic,24.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.1,2847.4,0.0,0,269.36,3116.76,Churned,Dissatisfaction,Service dissatisfaction
3336-JORSO,Female,70,No,0,Hayward,94542,37.656695,-122.048361,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,Churned,Dissatisfaction,Product dissatisfaction
3351-NQLDI,Female,41,Yes,0,Travis Afb,94535,38.265899,-121.939461,1,67,Offer A,Yes,30.94,Yes,Yes,Fiber Optic,11.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.35,6341.45,0.0,0,2072.98,8414.43,Churned,Price,Long distance charges
3374-LXDEV,Female,42,No,0,Pearblossom,93553,34.445239,-117.894868,0,13,Offer D,Yes,8.59,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.4,1132.35,0.0,0,111.67,1244.02,Churned,Competitor,Competitor had better devices
3376-BMGFE,Female,42,No,1,Monrovia,91016,34.1528,-118.000482,0,4,Offer E,Yes,33.5,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.9,273.0,8.74,0,134.0,398.26,Churned,Dissatisfaction,Product dissatisfaction
3387-VATUS,Male,44,No,0,Aromas,95004,36.878364,-121.629781,0,5,Offer E,Yes,40.15,Yes,Yes,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,462.8,0.0,0,200.75,663.55,Churned,Attitude,Attitude of service provider
3398-ZOUAA,Male,76,Yes,0,Redwood City,94063,37.499411,-122.196318,1,21,Offer D,Yes,19.74,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1474.75,0.0,0,414.54,1889.29,Churned,Attitude,Attitude of support person
3400-ESFUW,Male,28,Yes,0,Cupertino,95014,37.306612,-122.080621,1,55,Offer B,Yes,8.8,No,Yes,DSL,48.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,57.55,3046.4,0.0,60,484.0,3590.4,Churned,Competitor,Competitor offered more data
3419-SNJJD,Female,78,Yes,0,Yorba Linda,92887,33.884073,-117.732197,3,65,Offer B,Yes,18.39,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,105.25,6786.4,0.0,0,1195.35,7981.75,Churned,Attitude,Attitude of support person
3422-LYEPQ,Male,57,Yes,0,Carmel By The Sea,93921,36.554618,-121.922239,1,1,Offer E,Yes,18.84,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,18.84,89.84,Churned,Attitude,Attitude of support person
3426-NIYYL,Male,47,No,0,Sausalito,94965,37.848641,-122.515692,0,15,Offer D,Yes,3.15,Yes,Yes,DSL,26.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,51.55,765.5,0.0,20,47.25,832.75,Churned,Attitude,Attitude of support person
3512-IZIKN,Female,57,Yes,0,San Bernardino,92404,34.183286,-117.221722,1,70,Offer A,Yes,42.67,Yes,Yes,DSL,24.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,0.0,0,2986.9,7746.65,Churned,Dissatisfaction,Product dissatisfaction
3519-ZKXGG,Female,61,Yes,0,San Francisco,94123,37.800254,-122.436975,1,3,Offer E,Yes,44.34,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,256.6,0.0,0,133.02,389.62,Churned,Competitor,Competitor offered more data
3521-SYVOR,Female,26,No,0,San Diego,92126,32.886925,-117.152162,0,37,Offer C,Yes,3.27,No,Yes,Cable,71.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.75,2345.2,0.0,0,120.99,2466.19,Churned,Attitude,Attitude of support person
3551-HUAZH,Male,68,No,0,Brownsville,95919,39.440687,-121.263583,0,1,Offer E,Yes,11.08,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,0,11.08,85.48,Churned,Price,Price too high
3571-RFHAR,Male,60,No,0,Santa Paula,93060,34.402343,-119.094824,0,65,Offer B,Yes,9.36,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,0.0,140,608.4,7689.6,Churned,Attitude,Attitude of support person
3594-UVONA,Female,27,No,0,Costa Mesa,92626,33.678591,-117.905471,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,0.0,0,308.0,3418.1,Churned,Price,Extra data charges
3606-TWKGI,Male,68,No,0,Rowland Heights,91748,33.976753,-117.897367,0,13,Offer D,Yes,32.68,Yes,Yes,Cable,11.0,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,106.9,1364.3,0.0,10,424.84,1799.14,Churned,Competitor,Competitor had better devices
3669-OYSJI,Male,47,No,0,Porter Ranch,91326,34.281911,-118.556218,0,1,Offer E,Yes,48.58,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.2,46.2,0.0,0,48.58,94.78,Churned,Attitude,Attitude of support person
3671-SHRSP,Male,46,Yes,0,Marina,93933,36.689582,-121.758398,1,4,Offer E,Yes,14.3,No,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.6,319.15,0.0,0,57.2,376.35,Churned,Competitor,Competitor offered more data
3672-YITQD,Male,71,Yes,0,Castaic,91384,34.506627,-118.699048,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0.0,0,1139.4,4161.0,Churned,Competitor,Competitor made better offer
3683-QKIUE,Female,51,No,0,San Francisco,94107,37.768881,-122.395521,0,6,Offer E,Yes,21.91,No,Yes,DSL,12.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,0.0,0,131.46,419.51,Churned,Competitor,Competitor offered higher download speeds
3685-YLCMQ,Male,34,No,0,Dobbins,95935,39.381174,-121.21191,0,58,Offer B,Yes,41.14,Yes,Yes,Fiber Optic,25.0,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.65,6219.6,0.0,40,2386.12,8645.72,Churned,Dissatisfaction,Service dissatisfaction
3714-JTVOV,Female,76,Yes,0,Crows Landing,95313,37.435664,-121.049056,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0.0,0,121.8,3351.2,Churned,Attitude,Attitude of support person
